warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
W0419 12:49:40.468000 23548 .venv\Lib\site-packages\torch\_inductor\utils.py:1613] [1/1] Not enough SMs to use max_autotune_gemm mode
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 9, 'n_head': 9, 'n_kv_head': 1, 'n_embd': 576, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 4,718,592
  value_embeds            : 0
  lm_head                 : 4,718,592
  transformer_matrices    : 11,943,936
  scalars                 : 18
  total                   : 21,381,138
Estimated FLOPs per token: 1.159004e+08
Scaling AdamW LRs by 1/sqrt(576/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010979 | lrm: 0.00 | dt: 13725ms | tok/sec: 149 | mfu: 0.4% | epoch: 1 | remaining: 360s    
step 00001 (0.0%) | loss: 9.010918 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00002 (0.0%) | loss: 9.010958 | lrm: 0.00 | dt: 972ms | tok/sec: 2,107 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00003 (0.0%) | loss: 9.011101 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00004 (0.0%) | loss: 9.010822 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00005 (0.0%) | loss: 9.010604 | lrm: 0.00 | dt: 968ms | tok/sec: 2,116 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00006 (0.0%) | loss: 9.010598 | lrm: 0.00 | dt: 968ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00007 (0.0%) | loss: 9.010555 | lrm: 0.00 | dt: 971ms | tok/sec: 2,108 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00008 (0.0%) | loss: 9.010800 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00009 (0.0%) | loss: 9.011002 | lrm: 0.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00010 (0.0%) | loss: 9.011006 | lrm: 0.00 | dt: 967ms | tok/sec: 2,117 | mfu: 5.3% | epoch: 1 | remaining: 360s    
step 00011 (0.0%) | loss: 9.011078 | lrm: 0.00 | dt: 969ms | tok/sec: 2,114 | mfu: 5.3% | epoch: 1 | remaining: 359s    
step 00012 (0.3%) | loss: 9.010999 | lrm: 0.54 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 358s    
step 00013 (0.5%) | loss: 8.991740 | lrm: 1.00 | dt: 970ms | tok/sec: 2,110 | mfu: 5.3% | epoch: 1 | remaining: 357s    
step 00014 (0.8%) | loss: 8.927208 | lrm: 1.00 | dt: 968ms | tok/sec: 2,115 | mfu: 5.3% | epoch: 1 | remaining: 356s    
step 00015 (1.1%) | loss: 8.820422 | lrm: 1.00 | dt: 969ms | tok/sec: 2,113 | mfu: 5.3% | epoch: 1 | remaining: 355s    
step 00305 (83.9%) | loss: 5.764918 | lrm: 0.20 | dt: 1121ms | tok/sec: 1,826 | mfu: 4.6% | epoch: 1 | remaining: 57s    
step 00306 (84.2%) | loss: 5.754740 | lrm: 0.20 | dt: 1125ms | tok/sec: 1,821 | mfu: 4.6% | epoch: 1 | remaining: 56s    
step 00307 (84.5%) | loss: 5.756670 | lrm: 0.20 | dt: 1126ms | tok/sec: 1,819 | mfu: 4.6% | epoch: 1 | remaining: 55s    
step 00308 (84.8%) | loss: 5.759103 | lrm: 0.20 | dt: 1123ms | tok/sec: 1,823 | mfu: 4.6% | epoch: 1 | remaining: 54s    
step 00309 (85.1%) | loss: 5.747432 | lrm: 0.20 | dt: 1121ms | tok/sec: 1,826 | mfu: 4.6% | epoch: 1 | remaining: 52s    
step 00310 (85.4%) | loss: 5.751036 | lrm: 0.19 | dt: 1120ms | tok/sec: 1,828 | mfu: 4.6% | epoch: 1 | remaining: 51s    
step 00311 (85.7%) | loss: 5.740423 | lrm: 0.19 | dt: 1117ms | tok/sec: 1,834 | mfu: 4.6% | epoch: 1 | remaining: 50s    
step 00312 (86.1%) | loss: 5.749310 | lrm: 0.19 | dt: 1117ms | tok/sec: 1,833 | mfu: 4.6% | epoch: 1 | remaining: 49s    
step 00313 (86.4%) | loss: 5.750893 | lrm: 0.19 | dt: 1115ms | tok/sec: 1,836 | mfu: 4.6% | epoch: 1 | remaining: 48s    
step 00314 (86.7%) | loss: 5.746669 | lrm: 0.19 | dt: 1115ms | tok/sec: 1,836 | mfu: 4.6% | epoch: 1 | remaining: 47s    
step 00315 (87.0%) | loss: 5.750715 | lrm: 0.19 | dt: 1113ms | tok/sec: 1,840 | mfu: 4.6% | epoch: 1 | remaining: 46s    
step 00316 (87.3%) | loss: 5.760132 | lrm: 0.18 | dt: 1114ms | tok/sec: 1,837 | mfu: 4.6% | epoch: 1 | remaining: 45s    
step 00317 (87.6%) | loss: 5.731924 | lrm: 0.18 | dt: 1115ms | tok/sec: 1,836 | mfu: 4.6% | epoch: 1 | remaining: 44s    
step 00318 (87.9%) | loss: 5.721931 | lrm: 0.18 | dt: 1115ms | tok/sec: 1,836 | mfu: 4.6% | epoch: 1 | remaining: 42s    
step 00319 (88.2%) | loss: 5.713938 | lrm: 0.18 | dt: 1116ms | tok/sec: 1,834 | mfu: 4.6% | epoch: 1 | remaining: 41s    
step 00320 (88.5%) | loss: 5.702192 | lrm: 0.18 | dt: 1119ms | tok/sec: 1,829 | mfu: 4.6% | epoch: 1 | remaining: 40s    
step 00321 (88.8%) | loss: 5.679985 | lrm: 0.18 | dt: 1121ms | tok/sec: 1,827 | mfu: 4.6% | epoch: 1 | remaining: 39s    
step 00322 (89.2%) | loss: 5.666164 | lrm: 0.17 | dt: 1116ms | tok/sec: 1,834 | mfu: 4.6% | epoch: 1 | remaining: 38s    
step 00323 (89.5%) | loss: 5.653414 | lrm: 0.17 | dt: 1117ms | tok/sec: 1,832 | mfu: 4.6% | epoch: 1 | remaining: 37s    
step 00324 (89.8%) | loss: 5.649728 | lrm: 0.17 | dt: 1121ms | tok/sec: 1,827 | mfu: 4.6% | epoch: 1 | remaining: 36s    
step 00325 (90.1%) | loss: 5.658203 | lrm: 0.17 | dt: 1117ms | tok/sec: 1,833 | mfu: 4.6% | epoch: 1 | remaining: 35s    
step 00326 (90.4%) | loss: 5.639617 | lrm: 0.17 | dt: 1145ms | tok/sec: 1,788 | mfu: 4.5% | epoch: 1 | remaining: 33s    
step 00327 (90.7%) | loss: 5.644614 | lrm: 0.17 | dt: 1161ms | tok/sec: 1,764 | mfu: 4.4% | epoch: 1 | remaining: 32s    
step 00328 (91.0%) | loss: 5.647372 | lrm: 0.17 | dt: 1156ms | tok/sec: 1,772 | mfu: 4.5% | epoch: 1 | remaining: 31s    
step 00329 (91.4%) | loss: 5.668859 | lrm: 0.17 | dt: 1151ms | tok/sec: 1,778 | mfu: 4.5% | epoch: 1 | remaining: 30s    
step 00330 (91.7%) | loss: 5.672502 | lrm: 0.16 | dt: 1155ms | tok/sec: 1,773 | mfu: 4.5% | epoch: 1 | remaining: 29s    
step 00331 (92.0%) | loss: 5.671731 | lrm: 0.16 | dt: 1158ms | tok/sec: 1,768 | mfu: 4.5% | epoch: 1 | remaining: 28s    
step 00332 (92.3%) | loss: 5.681691 | lrm: 0.16 | dt: 1156ms | tok/sec: 1,771 | mfu: 4.5% | epoch: 1 | remaining: 26s    
step 00333 (92.6%) | loss: 5.679571 | lrm: 0.16 | dt: 1155ms | tok/sec: 1,773 | mfu: 4.5% | epoch: 1 | remaining: 25s    
step 00334 (93.0%) | loss: 5.677905 | lrm: 0.16 | dt: 1152ms | tok/sec: 1,778 | mfu: 4.5% | epoch: 1 | remaining: 24s    
step 00335 (93.3%) | loss: 5.683967 | lrm: 0.16 | dt: 1155ms | tok/sec: 1,773 | mfu: 4.5% | epoch: 1 | remaining: 23s    
step 00336 (93.6%) | loss: 5.680713 | lrm: 0.16 | dt: 1154ms | tok/sec: 1,774 | mfu: 4.5% | epoch: 1 | remaining: 22s    
step 00337 (93.9%) | loss: 5.673611 | lrm: 0.16 | dt: 1154ms | tok/sec: 1,775 | mfu: 4.5% | epoch: 1 | remaining: 21s    
step 00338 (94.2%) | loss: 5.676150 | lrm: 0.16 | dt: 1158ms | tok/sec: 1,768 | mfu: 4.5% | epoch: 1 | remaining: 20s    
step 00339 (94.6%) | loss: 5.661824 | lrm: 0.16 | dt: 1151ms | tok/sec: 1,779 | mfu: 4.5% | epoch: 1 | remaining: 18s    
step 00340 (94.9%) | loss: 5.660065 | lrm: 0.16 | dt: 1152ms | tok/sec: 1,777 | mfu: 4.5% | epoch: 1 | remaining: 17s    
step 00341 (95.2%) | loss: 5.653695 | lrm: 0.15 | dt: 1156ms | tok/sec: 1,772 | mfu: 4.5% | epoch: 1 | remaining: 16s    
step 00342 (95.5%) | loss: 5.666137 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,769 | mfu: 4.5% | epoch: 1 | remaining: 15s    
step 00343 (95.8%) | loss: 5.680493 | lrm: 0.15 | dt: 1161ms | tok/sec: 1,764 | mfu: 4.4% | epoch: 1 | remaining: 14s    
step 00344 (96.2%) | loss: 5.693634 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,769 | mfu: 4.5% | epoch: 1 | remaining: 13s    
step 00345 (96.5%) | loss: 5.676756 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,770 | mfu: 4.5% | epoch: 1 | remaining: 11s    
step 00346 (96.8%) | loss: 5.686547 | lrm: 0.15 | dt: 1159ms | tok/sec: 1,766 | mfu: 4.5% | epoch: 1 | remaining: 10s    
step 00347 (97.1%) | loss: 5.687931 | lrm: 0.15 | dt: 1159ms | tok/sec: 1,766 | mfu: 4.5% | epoch: 1 | remaining: 9s    
step 00348 (97.5%) | loss: 5.671952 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,770 | mfu: 4.5% | epoch: 1 | remaining: 8s    
step 00349 (97.8%) | loss: 5.661098 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,769 | mfu: 4.5% | epoch: 1 | remaining: 7s    
step 00350 (98.1%) | loss: 5.656978 | lrm: 0.15 | dt: 1156ms | tok/sec: 1,772 | mfu: 4.5% | epoch: 1 | remaining: 6s    
step 00351 (98.4%) | loss: 5.649691 | lrm: 0.15 | dt: 1159ms | tok/sec: 1,767 | mfu: 4.5% | epoch: 1 | remaining: 5s    
step 00352 (98.7%) | loss: 5.647122 | lrm: 0.15 | dt: 1157ms | tok/sec: 1,769 | mfu: 4.5% | epoch: 1 | remaining: 3s    
step 00353 (99.1%) | loss: 5.623251 | lrm: 0.15 | dt: 1155ms | tok/sec: 1,773 | mfu: 4.5% | epoch: 1 | remaining: 2s    
step 00354 (99.4%) | loss: 5.630184 | lrm: 0.15 | dt: 1159ms | tok/sec: 1,766 | mfu: 4.5% | epoch: 1 | remaining: 1s    
step 00355 (99.7%) | loss: 5.619101 | lrm: 0.15 | dt: 1159ms | tok/sec: 1,766 | mfu: 4.5% | epoch: 1 | remaining: 0s    

[DEBUG] Training complete, entering evaluation phase

[DEBUG] Swapping EMA weights...

[DEBUG] EMA swap complete

[DEBUG] Setting model to eval mode...

[DEBUG] Model eval mode set, starting evaluation...

[DEBUG] Inside autocast context, calling evaluate_bpb...

[DEBUG] CUDA synchronized, calling evaluate_bpb...

[DEBUG] Reduced EVAL_TOKENS from 2621440 to 100000

[DEBUG] evaluate_bpb returned

---

val_bpb:          2.058646

training_seconds: 360.1

total_seconds:    398.3

peak_vram_mb:     1427.6

mfu_percent:      4.96

total_tokens_M:   0.7

num_steps:        356

num_params_M:     21.4

depth:            9

