warning: `VIRTUAL_ENV=d:\Revi\Research Projects\.venv` does not match the project environment path `.venv` and will be ignored
Vocab size: 8,192
Model config: {'sequence_len': 256, 'vocab_size': 8192, 'n_layer': 3, 'n_head': 3, 'n_kv_head': 1, 'n_embd': 192, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 1,572,864
  value_embeds            : 0
  lm_head                 : 1,572,864
  transformer_matrices    : 294,912
  scalars                 : 6
  total                   : 3,440,646
Estimated FLOPs per token: 1.297613e+07
Scaling AdamW LRs by 1/sqrt(192/768) = 1.000000
Time budget: 360s (extended from 300s for current hardware)
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010477 | lrm: 0.00 | dt: 4854ms | tok/sec: 421 | mfu: 0.1% | epoch: 1 | remaining: 360s    
step 01593 (39.7%) | loss: 5.231117 | lrm: 0.71 | dt: 91ms | tok/sec: 22,625 | mfu: 6.4% | epoch: 1 | remaining: 217s    
step 01594 (39.7%) | loss: 5.233408 | lrm: 0.71 | dt: 100ms | tok/sec: 20,521 | mfu: 5.8% | epoch: 1 | remaining: 217s    
step 01595 (39.7%) | loss: 5.231647 | lrm: 0.71 | dt: 95ms | tok/sec: 21,498 | mfu: 6.1% | epoch: 1 | remaining: 217s    
step 01596 (39.8%) | loss: 5.224780 | lrm: 0.71 | dt: 95ms | tok/sec: 21,644 | mfu: 6.1% | epoch: 1 | remaining: 217s    
step 01597 (39.8%) | loss: 5.243306 | lrm: 0.71 | dt: 94ms | tok/sec: 21,684 | mfu: 6.1% | epoch: 1 | remaining: 217s    
step 01598 (39.8%) | loss: 5.251433 | lrm: 0.71 | dt: 92ms | tok/sec: 22,325 | mfu: 6.3% | epoch: 1 | remaining: 217s    
step 01599 (39.8%) | loss: 5.268918 | lrm: 0.71 | dt: 98ms | tok/sec: 20,875 | mfu: 5.9% | epoch: 1 | remaining: 216s    
step 01600 (39.9%) | loss: 5.257627 | lrm: 0.71 | dt: 95ms | tok/sec: 21,550 | mfu: 6.1% | epoch: 1 | remaining: 216s    
step 01601 (39.9%) | loss: 5.272541 | lrm: 0.71 | dt: 93ms | tok/sec: 21,910 | mfu: 6.2% | epoch: 1 | remaining: 216s    
step 01602 (39.9%) | loss: 5.284073 | lrm: 0.71 | dt: 93ms | tok/sec: 21,945 | mfu: 6.2% | epoch: 1 | remaining: 216s    
step 01603 (39.9%) | loss: 5.304401 | lrm: 0.71 | dt: 93ms | tok/sec: 22,130 | mfu: 6.2% | epoch: 1 | remaining: 216s    
step 01604 (40.0%) | loss: 5.308118 | lrm: 0.71 | dt: 92ms | tok/sec: 22,378 | mfu: 6.3% | epoch: 1 | remaining: 216s    
step 01605 (40.0%) | loss: 5.297444 | lrm: 0.71 | dt: 92ms | tok/sec: 22,376 | mfu: 6.3% | epoch: 1 | remaining: 216s    
step 01606 (40.0%) | loss: 5.286316 | lrm: 0.71 | dt: 98ms | tok/sec: 20,942 | mfu: 5.9% | epoch: 1 | remaining: 216s    
step 01607 (40.1%) | loss: 5.277477 | lrm: 0.71 | dt: 85ms | tok/sec: 24,055 | mfu: 6.8% | epoch: 1 | remaining: 216s    
step 01608 (40.1%) | loss: 5.280506 | lrm: 0.71 | dt: 107ms | tok/sec: 19,083 | mfu: 5.4% | epoch: 1 | remaining: 216s    
step 01609 (40.1%) | loss: 5.274380 | lrm: 0.71 | dt: 95ms | tok/sec: 21,528 | mfu: 6.1% | epoch: 1 | remaining: 216s    
step 01610 (40.1%) | loss: 5.283909 | lrm: 0.71 | dt: 94ms | tok/sec: 21,792 | mfu: 6.1% | epoch: 1 | remaining: 215s    
step 01611 (40.2%) | loss: 5.280255 | lrm: 0.71 | dt: 94ms | tok/sec: 21,764 | mfu: 6.1% | epoch: 1 | remaining: 215s    
step 01612 (40.2%) | loss: 5.291408 | lrm: 0.71 | dt: 96ms | tok/sec: 21,414 | mfu: 6.0% | epoch: 1 | remaining: 215s    
step 01613 (40.2%) | loss: 5.296594 | lrm: 0.71 | dt: 93ms | tok/sec: 21,981 | mfu: 6.2% | epoch: 1 | remaining: 215s    
step 01614 (40.2%) | loss: 5.300389 | lrm: 0.71 | dt: 82ms | tok/sec: 24,850 | mfu: 7.0% | epoch: 1 | remaining: 215s    
step 01615 (40.3%) | loss: 5.308917 | lrm: 0.71 | dt: 96ms | tok/sec: 21,352 | mfu: 6.0% | epoch: 1 | remaining: 215s    
step 01616 (40.3%) | loss: 5.293776 | lrm: 0.71 | dt: 93ms | tok/sec: 21,983 | mfu: 6.2% | epoch: 1 | remaining: 215s    
step 01617 (40.3%) | loss: 5.289207 | lrm: 0.71 | dt: 107ms | tok/sec: 19,133 | mfu: 5.4% | epoch: 1 | remaining: 215s    
step 01618 (40.3%) | loss: 5.269941 | lrm: 0.71 | dt: 92ms | tok/sec: 22,303 | mfu: 6.3% | epoch: 1 | remaining: 215s    
step 01619 (40.4%) | loss: 5.263577 | lrm: 0.71 | dt: 101ms | tok/sec: 20,258 | mfu: 5.7% | epoch: 1 | remaining: 215s    
step 01620 (40.4%) | loss: 5.263556 | lrm: 0.71 | dt: 95ms | tok/sec: 21,657 | mfu: 6.1% | epoch: 1 | remaining: 214s    
step 01621 (40.4%) | loss: 5.261471 | lrm: 0.70 | dt: 94ms | tok/sec: 21,807 | mfu: 6.2% | epoch: 1 | remaining: 214s    
step 01622 (40.4%) | loss: 5.265644 | lrm: 0.70 | dt: 95ms | tok/sec: 21,575 | mfu: 6.1% | epoch: 1 | remaining: 214s    
step 01623 (40.5%) | loss: 5.256959 | lrm: 0.70 | dt: 88ms | tok/sec: 23,223 | mfu: 6.6% | epoch: 1 | remaining: 214s    
step 01624 (40.5%) | loss: 5.260646 | lrm: 0.70 | dt: 101ms | tok/sec: 20,215 | mfu: 5.7% | epoch: 1 | remaining: 214s    
step 01625 (40.5%) | loss: 5.261815 | lrm: 0.70 | dt: 90ms | tok/sec: 22,871 | mfu: 6.5% | epoch: 1 | remaining: 214s    
step 01626 (40.6%) | loss: 5.262451 | lrm: 0.70 | dt: 86ms | tok/sec: 23,921 | mfu: 6.7% | epoch: 1 | remaining: 214s    
step 01627 (40.6%) | loss: 5.267547 | lrm: 0.70 | dt: 100ms | tok/sec: 20,500 | mfu: 5.8% | epoch: 1 | remaining: 214s    
step 01628 (40.6%) | loss: 5.277086 | lrm: 0.70 | dt: 100ms | tok/sec: 20,422 | mfu: 5.8% | epoch: 1 | remaining: 214s    
step 01629 (40.6%) | loss: 5.278131 | lrm: 0.70 | dt: 96ms | tok/sec: 21,264 | mfu: 6.0% | epoch: 1 | remaining: 214s    
step 01630 (40.7%) | loss: 5.299101 | lrm: 0.70 | dt: 96ms | tok/sec: 21,402 | mfu: 6.0% | epoch: 1 | remaining: 214s    
step 01631 (40.7%) | loss: 5.315915 | lrm: 0.70 | dt: 87ms | tok/sec: 23,617 | mfu: 6.7% | epoch: 1 | remaining: 213s    
step 01632 (40.7%) | loss: 5.327172 | lrm: 0.70 | dt: 99ms | tok/sec: 20,786 | mfu: 5.9% | epoch: 1 | remaining: 213s    
step 01633 (40.7%) | loss: 5.325363 | lrm: 0.70 | dt: 92ms | tok/sec: 22,176 | mfu: 6.3% | epoch: 1 | remaining: 213s    
step 01634 (40.8%) | loss: 5.316003 | lrm: 0.70 | dt: 91ms | tok/sec: 22,460 | mfu: 6.3% | epoch: 1 | remaining: 213s    
step 01635 (40.8%) | loss: 5.308049 | lrm: 0.70 | dt: 91ms | tok/sec: 22,404 | mfu: 6.3% | epoch: 1 | remaining: 213s    
step 01636 (40.8%) | loss: 5.298144 | lrm: 0.70 | dt: 102ms | tok/sec: 20,149 | mfu: 5.7% | epoch: 1 | remaining: 213s    
step 01637 (40.8%) | loss: 5.301954 | lrm: 0.70 | dt: 103ms | tok/sec: 19,874 | mfu: 5.6% | epoch: 1 | remaining: 213s    
step 01638 (40.9%) | loss: 5.301726 | lrm: 0.70 | dt: 95ms | tok/sec: 21,497 | mfu: 6.1% | epoch: 1 | remaining: 213s    
step 01639 (40.9%) | loss: 5.279145 | lrm: 0.70 | dt: 92ms | tok/sec: 22,167 | mfu: 6.3% | epoch: 1 | remaining: 213s    
step 01640 (40.9%) | loss: 5.252183 | lrm: 0.70 | dt: 97ms | tok/sec: 21,119 | mfu: 6.0% | epoch: 1 | remaining: 213s    
step 01641 (40.9%) | loss: 5.238053 | lrm: 0.70 | dt: 94ms | tok/sec: 21,697 | mfu: 6.1% | epoch: 1 | remaining: 212s    
step 01642 (41.0%) | loss: 5.242714 | lrm: 0.70 | dt: 95ms | tok/sec: 21,473 | mfu: 6.1% | epoch: 1 | remaining: 212s    
step 01643 (41.0%) | loss: 5.241349 | lrm: 0.70 | dt: 80ms | tok/sec: 25,486 | mfu: 7.2% | epoch: 1 | remaining: 212s    
step 01644 (41.0%) | loss: 5.234714 | lrm: 0.70 | dt: 106ms | tok/sec: 19,332 | mfu: 5.5% | epoch: 1 | remaining: 212s    
step 01645 (41.1%) | loss: 5.229489 | lrm: 0.70 | dt: 94ms | tok/sec: 21,851 | mfu: 6.2% | epoch: 1 | remaining: 212s    
step 01646 (41.1%) | loss: 5.248114 | lrm: 0.70 | dt: 91ms | tok/sec: 22,589 | mfu: 6.4% | epoch: 1 | remaining: 212s    
step 01647 (41.1%) | loss: 5.245225 | lrm: 0.70 | dt: 100ms | tok/sec: 20,444 | mfu: 5.8% | epoch: 1 | remaining: 212s    
step 01648 (41.1%) | loss: 5.224804 | lrm: 0.70 | dt: 89ms | tok/sec: 22,911 | mfu: 6.5% | epoch: 1 | remaining: 212s    
step 01649 (41.2%) | loss: 5.223393 | lrm: 0.70 | dt: 92ms | tok/sec: 22,144 | mfu: 6.2% | epoch: 1 | remaining: 212s    
step 01650 (41.2%) | loss: 5.218010 | lrm: 0.70 | dt: 92ms | tok/sec: 22,233 | mfu: 6.3% | epoch: 1 | remaining: 212s    
step 01651 (41.2%) | loss: 5.229125 | lrm: 0.69 | dt: 91ms | tok/sec: 22,456 | mfu: 6.3% | epoch: 1 | remaining: 212s    
step 01652 (41.2%) | loss: 5.232097 | lrm: 0.69 | dt: 113ms | tok/sec: 18,200 | mfu: 5.1% | epoch: 1 | remaining: 211s    
step 01653 (41.3%) | loss: 5.233673 | lrm: 0.69 | dt: 88ms | tok/sec: 23,299 | mfu: 6.6% | epoch: 1 | remaining: 211s    
step 01654 (41.3%) | loss: 5.215323 | lrm: 0.69 | dt: 100ms | tok/sec: 20,399 | mfu: 5.8% | epoch: 1 | remaining: 211s    
step 01655 (41.3%) | loss: 5.193724 | lrm: 0.69 | dt: 93ms | tok/sec: 22,045 | mfu: 6.2% | epoch: 1 | remaining: 211s    
step 01656 (41.3%) | loss: 5.194272 | lrm: 0.69 | dt: 96ms | tok/sec: 21,390 | mfu: 6.0% | epoch: 1 | remaining: 211s    
step 01657 (41.4%) | loss: 5.205972 | lrm: 0.69 | dt: 95ms | tok/sec: 21,454 | mfu: 6.1% | epoch: 1 | remaining: 211s    
step 01658 (41.4%) | loss: 5.206950 | lrm: 0.69 | dt: 94ms | tok/sec: 21,763 | mfu: 6.1% | epoch: 1 | remaining: 211s    
step 01659 (41.4%) | loss: 5.211602 | lrm: 0.69 | dt: 94ms | tok/sec: 21,813 | mfu: 6.2% | epoch: 1 | remaining: 211s    
step 01660 (41.4%) | loss: 5.221056 | lrm: 0.69 | dt: 93ms | tok/sec: 21,907 | mfu: 6.2% | epoch: 1 | remaining: 211s    
step 01661 (41.5%) | loss: 5.232563 | lrm: 0.69 | dt: 92ms | tok/sec: 22,376 | mfu: 6.3% | epoch: 1 | remaining: 211s    
step 01662 (41.5%) | loss: 5.245903 | lrm: 0.69 | dt: 92ms | tok/sec: 22,377 | mfu: 6.3% | epoch: 1 | remaining: 211s    
step 01663 (41.5%) | loss: 5.245777 | lrm: 0.69 | dt: 98ms | tok/sec: 20,873 | mfu: 5.9% | epoch: 1 | remaining: 210s    
step 01664 (41.6%) | loss: 5.236384 | lrm: 0.69 | dt: 100ms | tok/sec: 20,391 | mfu: 5.8% | epoch: 1 | remaining: 210s    
step 01665 (41.6%) | loss: 5.263209 | lrm: 0.69 | dt: 94ms | tok/sec: 21,870 | mfu: 6.2% | epoch: 1 | remaining: 210s    
step 01666 (41.6%) | loss: 5.268471 | lrm: 0.69 | dt: 97ms | tok/sec: 21,042 | mfu: 5.9% | epoch: 1 | remaining: 210s    
step 01667 (41.6%) | loss: 5.276679 | lrm: 0.69 | dt: 90ms | tok/sec: 22,683 | mfu: 6.4% | epoch: 1 | remaining: 210s    
step 01668 (41.7%) | loss: 5.292398 | lrm: 0.69 | dt: 93ms | tok/sec: 22,027 | mfu: 6.2% | epoch: 1 | remaining: 210s    
step 01669 (41.7%) | loss: 5.285998 | lrm: 0.69 | dt: 95ms | tok/sec: 21,524 | mfu: 6.1% | epoch: 1 | remaining: 210s    
step 01670 (41.7%) | loss: 5.285541 | lrm: 0.69 | dt: 104ms | tok/sec: 19,711 | mfu: 5.6% | epoch: 1 | remaining: 210s    
step 01671 (41.7%) | loss: 5.290006 | lrm: 0.69 | dt: 80ms | tok/sec: 25,559 | mfu: 7.2% | epoch: 1 | remaining: 210s    
step 01672 (41.8%) | loss: 5.276595 | lrm: 0.69 | dt: 106ms | tok/sec: 19,355 | mfu: 5.5% | epoch: 1 | remaining: 210s    
step 01673 (41.8%) | loss: 5.265565 | lrm: 0.69 | dt: 94ms | tok/sec: 21,844 | mfu: 6.2% | epoch: 1 | remaining: 209s    
step 01674 (41.8%) | loss: 5.259202 | lrm: 0.69 | dt: 98ms | tok/sec: 20,963 | mfu: 5.9% | epoch: 1 | remaining: 209s    
step 01675 (41.8%) | loss: 5.248176 | lrm: 0.69 | dt: 94ms | tok/sec: 21,881 | mfu: 6.2% | epoch: 1 | remaining: 209s    
step 01676 (41.9%) | loss: 5.244489 | lrm: 0.69 | dt: 94ms | tok/sec: 21,810 | mfu: 6.2% | epoch: 1 | remaining: 209s    
step 01677 (41.9%) | loss: 5.222525 | lrm: 0.69 | dt: 95ms | tok/sec: 21,665 | mfu: 6.1% | epoch: 1 | remaining: 209s    
step 01678 (41.9%) | loss: 5.212309 | lrm: 0.69 | dt: 97ms | tok/sec: 21,029 | mfu: 5.9% | epoch: 1 | remaining: 209s    
step 01679 (41.9%) | loss: 5.209063 | lrm: 0.69 | dt: 85ms | tok/sec: 24,056 | mfu: 6.8% | epoch: 1 | remaining: 209s    
step 01680 (42.0%) | loss: 5.211826 | lrm: 0.68 | dt: 92ms | tok/sec: 22,368 | mfu: 6.3% | epoch: 1 | remaining: 209s    
step 01681 (42.0%) | loss: 5.229571 | lrm: 0.68 | dt: 94ms | tok/sec: 21,744 | mfu: 6.1% | epoch: 1 | remaining: 209s    
step 01682 (42.0%) | loss: 5.230590 | lrm: 0.68 | dt: 104ms | tok/sec: 19,613 | mfu: 5.5% | epoch: 1 | remaining: 209s    
step 01683 (42.1%) | loss: 5.213488 | lrm: 0.68 | dt: 91ms | tok/sec: 22,558 | mfu: 6.4% | epoch: 1 | remaining: 209s    
step 01684 (42.1%) | loss: 5.228385 | lrm: 0.68 | dt: 95ms | tok/sec: 21,461 | mfu: 6.1% | epoch: 1 | remaining: 208s    
step 01685 (42.1%) | loss: 5.247136 | lrm: 0.68 | dt: 95ms | tok/sec: 21,567 | mfu: 6.1% | epoch: 1 | remaining: 208s    
step 01686 (42.1%) | loss: 5.248678 | lrm: 0.68 | dt: 92ms | tok/sec: 22,147 | mfu: 6.2% | epoch: 1 | remaining: 208s    
step 01687 (42.2%) | loss: 5.271641 | lrm: 0.68 | dt: 91ms | tok/sec: 22,425 | mfu: 6.3% | epoch: 1 | remaining: 208s    
step 01688 (42.2%) | loss: 5.276930 | lrm: 0.68 | dt: 91ms | tok/sec: 22,495 | mfu: 6.3% | epoch: 1 | remaining: 208s    
step 01689 (42.2%) | loss: 5.266368 | lrm: 0.68 | dt: 107ms | tok/sec: 19,122 | mfu: 5.4% | epoch: 1 | remaining: 208s    
step 01690 (42.2%) | loss: 5.241192 | lrm: 0.68 | dt: 94ms | tok/sec: 21,711 | mfu: 6.1% | epoch: 1 | remaining: 208s    
step 01691 (42.3%) | loss: 5.243799 | lrm: 0.68 | dt: 81ms | tok/sec: 25,146 | mfu: 7.1% | epoch: 1 | remaining: 208s    
step 01692 (42.3%) | loss: 5.252636 | lrm: 0.68 | dt: 106ms | tok/sec: 19,260 | mfu: 5.4% | epoch: 1 | remaining: 208s    
step 01693 (42.3%) | loss: 5.256594 | lrm: 0.68 | dt: 92ms | tok/sec: 22,210 | mfu: 6.3% | epoch: 1 | remaining: 208s    
step 01694 (42.3%) | loss: 5.261317 | lrm: 0.68 | dt: 97ms | tok/sec: 21,133 | mfu: 6.0% | epoch: 1 | remaining: 207s    
step 01695 (42.4%) | loss: 5.271512 | lrm: 0.68 | dt: 94ms | tok/sec: 21,699 | mfu: 6.1% | epoch: 1 | remaining: 207s    
step 01696 (42.4%) | loss: 5.263783 | lrm: 0.68 | dt: 94ms | tok/sec: 21,802 | mfu: 6.2% | epoch: 1 | remaining: 207s    
step 01697 (42.4%) | loss: 5.261527 | lrm: 0.68 | dt: 93ms | tok/sec: 22,009 | mfu: 6.2% | epoch: 1 | remaining: 207s    
step 01698 (42.4%) | loss: 5.270553 | lrm: 0.68 | dt: 93ms | tok/sec: 21,930 | mfu: 6.2% | epoch: 1 | remaining: 207s    
step 01699 (42.5%) | loss: 5.263732 | lrm: 0.68 | dt: 94ms | tok/sec: 21,703 | mfu: 6.1% | epoch: 1 | remaining: 207s    
step 01700 (42.5%) | loss: 5.288718 | lrm: 0.68 | dt: 84ms | tok/sec: 24,322 | mfu: 6.9% | epoch: 1 | remaining: 207s    
step 01701 (42.5%) | loss: 5.286156 | lrm: 0.68 | dt: 97ms | tok/sec: 21,007 | mfu: 5.9% | epoch: 1 | remaining: 207s    
step 01702 (42.5%) | loss: 5.299462 | lrm: 0.68 | dt: 104ms | tok/sec: 19,629 | mfu: 5.5% | epoch: 1 | remaining: 207s    
step 01703 (42.6%) | loss: 5.293203 | lrm: 0.68 | dt: 96ms | tok/sec: 21,312 | mfu: 6.0% | epoch: 1 | remaining: 207s    
step 01704 (42.6%) | loss: 5.292059 | lrm: 0.68 | dt: 98ms | tok/sec: 20,835 | mfu: 5.9% | epoch: 1 | remaining: 207s    
step 01705 (42.6%) | loss: 5.281327 | lrm: 0.68 | dt: 97ms | tok/sec: 21,123 | mfu: 6.0% | epoch: 1 | remaining: 206s    
step 01706 (42.7%) | loss: 5.289961 | lrm: 0.68 | dt: 100ms | tok/sec: 20,543 | mfu: 5.8% | epoch: 1 | remaining: 206s    
step 01707 (42.7%) | loss: 5.284080 | lrm: 0.68 | dt: 98ms | tok/sec: 20,944 | mfu: 5.9% | epoch: 1 | remaining: 206s    
step 01708 (42.7%) | loss: 5.282936 | lrm: 0.68 | dt: 100ms | tok/sec: 20,537 | mfu: 5.8% | epoch: 1 | remaining: 206s    
step 01709 (42.7%) | loss: 5.286148 | lrm: 0.67 | dt: 100ms | tok/sec: 20,445 | mfu: 5.8% | epoch: 1 | remaining: 206s    
step 01710 (42.8%) | loss: 5.269769 | lrm: 0.67 | dt: 91ms | tok/sec: 22,556 | mfu: 6.4% | epoch: 1 | remaining: 206s    
step 01711 (42.8%) | loss: 5.267491 | lrm: 0.67 | dt: 100ms | tok/sec: 20,442 | mfu: 5.8% | epoch: 1 | remaining: 206s    
step 01712 (42.8%) | loss: 5.299432 | lrm: 0.67 | dt: 97ms | tok/sec: 21,129 | mfu: 6.0% | epoch: 1 | remaining: 206s    
step 01713 (42.8%) | loss: 5.279294 | lrm: 0.67 | dt: 85ms | tok/sec: 24,231 | mfu: 6.8% | epoch: 1 | remaining: 206s    
step 01714 (42.9%) | loss: 5.282403 | lrm: 0.67 | dt: 109ms | tok/sec: 18,861 | mfu: 5.3% | epoch: 1 | remaining: 206s    
step 01715 (42.9%) | loss: 5.291589 | lrm: 0.67 | dt: 92ms | tok/sec: 22,361 | mfu: 6.3% | epoch: 1 | remaining: 205s    
step 01716 (42.9%) | loss: 5.274734 | lrm: 0.67 | dt: 100ms | tok/sec: 20,466 | mfu: 5.8% | epoch: 1 | remaining: 205s    
step 01717 (43.0%) | loss: 5.274688 | lrm: 0.67 | dt: 98ms | tok/sec: 20,914 | mfu: 5.9% | epoch: 1 | remaining: 205s    
step 01718 (43.0%) | loss: 5.283868 | lrm: 0.67 | dt: 80ms | tok/sec: 25,529 | mfu: 7.2% | epoch: 1 | remaining: 205s    
step 01719 (43.0%) | loss: 5.297220 | lrm: 0.67 | dt: 94ms | tok/sec: 21,675 | mfu: 6.1% | epoch: 1 | remaining: 205s    
step 01720 (43.0%) | loss: 5.282591 | lrm: 0.67 | dt: 105ms | tok/sec: 19,426 | mfu: 5.5% | epoch: 1 | remaining: 205s    
step 01721 (43.1%) | loss: 5.286816 | lrm: 0.67 | dt: 95ms | tok/sec: 21,468 | mfu: 6.1% | epoch: 1 | remaining: 205s    
step 01722 (43.1%) | loss: 5.290989 | lrm: 0.67 | dt: 95ms | tok/sec: 21,447 | mfu: 6.1% | epoch: 1 | remaining: 205s    
step 01723 (43.1%) | loss: 5.283580 | lrm: 0.67 | dt: 84ms | tok/sec: 24,366 | mfu: 6.9% | epoch: 1 | remaining: 205s    
step 01724 (43.1%) | loss: 5.281413 | lrm: 0.67 | dt: 95ms | tok/sec: 21,552 | mfu: 6.1% | epoch: 1 | remaining: 205s    
step 01725 (43.2%) | loss: 5.256262 | lrm: 0.67 | dt: 94ms | tok/sec: 21,750 | mfu: 6.1% | epoch: 1 | remaining: 205s    
step 01726 (43.2%) | loss: 5.253548 | lrm: 0.67 | dt: 95ms | tok/sec: 21,511 | mfu: 6.1% | epoch: 1 | remaining: 204s    
step 01727 (43.2%) | loss: 5.249234 | lrm: 0.67 | dt: 97ms | tok/sec: 21,027 | mfu: 5.9% | epoch: 1 | remaining: 204s    
step 01728 (43.2%) | loss: 5.262602 | lrm: 0.67 | dt: 93ms | tok/sec: 22,008 | mfu: 6.2% | epoch: 1 | remaining: 204s    
step 01729 (43.3%) | loss: 5.255137 | lrm: 0.67 | dt: 96ms | tok/sec: 21,393 | mfu: 6.0% | epoch: 1 | remaining: 204s    
step 01730 (43.3%) | loss: 5.254897 | lrm: 0.67 | dt: 95ms | tok/sec: 21,494 | mfu: 6.1% | epoch: 1 | remaining: 204s    
step 01731 (43.3%) | loss: 5.250894 | lrm: 0.67 | dt: 96ms | tok/sec: 21,371 | mfu: 6.0% | epoch: 1 | remaining: 204s    
step 01732 (43.3%) | loss: 5.275868 | lrm: 0.67 | dt: 79ms | tok/sec: 25,878 | mfu: 7.3% | epoch: 1 | remaining: 204s    
step 01733 (43.4%) | loss: 5.275083 | lrm: 0.67 | dt: 95ms | tok/sec: 21,531 | mfu: 6.1% | epoch: 1 | remaining: 204s    
step 01734 (43.4%) | loss: 5.266384 | lrm: 0.67 | dt: 95ms | tok/sec: 21,590 | mfu: 6.1% | epoch: 1 | remaining: 204s    
step 01735 (43.4%) | loss: 5.269792 | lrm: 0.67 | dt: 95ms | tok/sec: 21,641 | mfu: 6.1% | epoch: 1 | remaining: 204s    
step 01736 (43.5%) | loss: 5.264215 | lrm: 0.67 | dt: 94ms | tok/sec: 21,765 | mfu: 6.1% | epoch: 1 | remaining: 203s    
step 01737 (43.5%) | loss: 5.276563 | lrm: 0.67 | dt: 106ms | tok/sec: 19,352 | mfu: 5.5% | epoch: 1 | remaining: 203s    
step 01738 (43.5%) | loss: 5.276680 | lrm: 0.66 | dt: 94ms | tok/sec: 21,708 | mfu: 6.1% | epoch: 1 | remaining: 203s    
step 01739 (43.5%) | loss: 5.267524 | lrm: 0.66 | dt: 98ms | tok/sec: 20,975 | mfu: 5.9% | epoch: 1 | remaining: 203s    
step 01740 (43.6%) | loss: 5.267785 | lrm: 0.66 | dt: 92ms | tok/sec: 22,282 | mfu: 6.3% | epoch: 1 | remaining: 203s    
step 01741 (43.6%) | loss: 5.251523 | lrm: 0.66 | dt: 100ms | tok/sec: 20,460 | mfu: 5.8% | epoch: 1 | remaining: 203s    
step 01742 (43.6%) | loss: 5.284931 | lrm: 0.66 | dt: 91ms | tok/sec: 22,425 | mfu: 6.3% | epoch: 1 | remaining: 203s    
step 01743 (43.6%) | loss: 5.279348 | lrm: 0.66 | dt: 100ms | tok/sec: 20,529 | mfu: 5.8% | epoch: 1 | remaining: 203s    
step 01744 (43.7%) | loss: 5.267845 | lrm: 0.66 | dt: 100ms | tok/sec: 20,534 | mfu: 5.8% | epoch: 1 | remaining: 203s    
step 01745 (43.7%) | loss: 5.254460 | lrm: 0.66 | dt: 92ms | tok/sec: 22,351 | mfu: 6.3% | epoch: 1 | remaining: 203s    
step 01746 (43.7%) | loss: 5.255664 | lrm: 0.66 | dt: 100ms | tok/sec: 20,397 | mfu: 5.8% | epoch: 1 | remaining: 203s    
step 01747 (43.7%) | loss: 5.255385 | lrm: 0.66 | dt: 92ms | tok/sec: 22,269 | mfu: 6.3% | epoch: 1 | remaining: 202s    
step 01748 (43.8%) | loss: 5.237847 | lrm: 0.66 | dt: 100ms | tok/sec: 20,425 | mfu: 5.8% | epoch: 1 | remaining: 202s    
step 01749 (43.8%) | loss: 5.240661 | lrm: 0.66 | dt: 90ms | tok/sec: 22,640 | mfu: 6.4% | epoch: 1 | remaining: 202s    
step 01750 (43.8%) | loss: 5.258042 | lrm: 0.66 | dt: 87ms | tok/sec: 23,516 | mfu: 6.6% | epoch: 1 | remaining: 202s    
step 01751 (43.8%) | loss: 5.249137 | lrm: 0.66 | dt: 101ms | tok/sec: 20,327 | mfu: 5.7% | epoch: 1 | remaining: 202s    
step 01752 (43.9%) | loss: 5.255694 | lrm: 0.66 | dt: 89ms | tok/sec: 22,892 | mfu: 6.5% | epoch: 1 | remaining: 202s    
step 01753 (43.9%) | loss: 5.248121 | lrm: 0.66 | dt: 95ms | tok/sec: 21,593 | mfu: 6.1% | epoch: 1 | remaining: 202s    
step 01754 (43.9%) | loss: 5.248718 | lrm: 0.66 | dt: 97ms | tok/sec: 21,157 | mfu: 6.0% | epoch: 1 | remaining: 202s    
step 01755 (44.0%) | loss: 5.274712 | lrm: 0.66 | dt: 93ms | tok/sec: 21,972 | mfu: 6.2% | epoch: 1 | remaining: 202s    
step 01756 (44.0%) | loss: 5.289708 | lrm: 0.66 | dt: 95ms | tok/sec: 21,535 | mfu: 6.1% | epoch: 1 | remaining: 202s    
step 01757 (44.0%) | loss: 5.292220 | lrm: 0.66 | dt: 96ms | tok/sec: 21,425 | mfu: 6.0% | epoch: 1 | remaining: 201s    
step 01758 (44.0%) | loss: 5.274867 | lrm: 0.66 | dt: 95ms | tok/sec: 21,528 | mfu: 6.1% | epoch: 1 | remaining: 201s    
step 01759 (44.1%) | loss: 5.268389 | lrm: 0.66 | dt: 96ms | tok/sec: 21,436 | mfu: 6.0% | epoch: 1 | remaining: 201s    
step 01760 (44.1%) | loss: 5.269550 | lrm: 0.66 | dt: 89ms | tok/sec: 23,101 | mfu: 6.5% | epoch: 1 | remaining: 201s    
step 01761 (44.1%) | loss: 5.261432 | lrm: 0.66 | dt: 85ms | tok/sec: 24,050 | mfu: 6.8% | epoch: 1 | remaining: 201s    
step 01762 (44.1%) | loss: 5.257193 | lrm: 0.66 | dt: 95ms | tok/sec: 21,623 | mfu: 6.1% | epoch: 1 | remaining: 201s    
step 01763 (44.2%) | loss: 5.250008 | lrm: 0.66 | dt: 95ms | tok/sec: 21,600 | mfu: 6.1% | epoch: 1 | remaining: 201s    
step 01764 (44.2%) | loss: 5.273096 | lrm: 0.66 | dt: 106ms | tok/sec: 19,392 | mfu: 5.5% | epoch: 1 | remaining: 201s    
